Date,A_SB,A_NB,A_Total,B_SB,B_NB,B_Total,H_SB,H_NB,H_Total,A_Day,H_Day,A_WD,H_WD,A_M,H_M,A_DM,H_DM,Year,F_SB,F_NB,F_Total,,
3/1/2020,3149,5289,8438,3511,4443,7954,2936,3940,6876,7,7,1,1,3,3,1,3,2020,3149,5289,8438,,
3/2/2020,2174,4688,6862,2476,3940,6416,2051,3503,5554,1,1,0,0,3,3,2,4,2020,2174,4688,6862,,
3/3/2020,2156,3541,5697,2611,3791,6403,2167,3374,5541,2,2,0,0,3,3,3,5,2020,2156,3541,5697,,
3/4/2020,2581,3298,5879,2747,3434,6181,2283,3064,5347,3,3,0,0,3,3,4,6,2020,2581,3298,5879,,
3/5/2020,3963,3026,6989,3693,3758,7451,3092,3345,6437,4,4,0,0,3,3,5,7,2020,3963,3026,6989,,
3/6/2020,3800,3030,6830,4115,3834,7949,3453,3411,6864,5,5,1,1,3,3,6,8,2020,3800,3030,6830,,
3/7/2020,2983,4127,7110,3283,4471,7754,2741,3964,6705,6,6,1,1,3,3,7,9,2020,2983,4127,7110,,
3/8/2020,2913,4288,7201,3237,4537,7774,2702,4021,6723,7,7,1,1,3,3,8,10,2020,2913,4288,7201,,
3/9/2020,2522,4318,6840,2818,4620,7438,2344,4093,6437,1,1,0,0,3,3,9,11,2020,2522,4318,6840,,
3/10/2020,2364,3431,5795,2743,3752,6496,2280,3340,5620,2,2,0,0,3,3,10,12,2020,2364,3431,5795,,
3/11/2020,2955,3510,6465,3205,3163,6368,2675,2828,5503,3,3,0,0,3,3,11,13,2020,2955,3510,6465,,
3/12/2020,3829,3436,7265,4197,4276,8474,3523,3795,7318,4,4,0,0,3,3,12,14,2020,3829,3436,7265,,
3/13/2020,3702,3636,7338,4522,4595,9118,3801,4072,7873,5,5,1,1,3,3,13,15,2020,3702,3636,7338,,
3/14/2020,3447,3520,6967,4630,5221,9851,3893,4615,8508,6,6,1,1,3,3,14,16,2020,3447,3520,6967,,
3/15/2020,3463,4088,7551,3948,5092,9040,3310,4503,7813,7,7,1,1,3,3,15,17,2020,3463,4088,7551,,
3/16/2020,3209,3045,6254,4994,3696,8690,4204,3291,7495,1,1,0,0,3,3,16,18,2020,3209,3045,6254,,
3/17/2020,3022,2412,5434,3908,3274,7183,3276,2925,6201,2,2,0,0,3,3,17,19,2020,3022,2412,5434,,
3/18/2020,2302,2447,4749,3521,3286,6807,2945,2935,5880,3,3,0,0,3,3,18,20,2020,2302,2447,4749,,
3/19/2020,1905,1898,3803,4527,3788,8315,3805,3371,7176,4,4,0,0,3,3,19,21,2020,1905,1898,3803,,
3/20/2020,2045,2735,4780,5514,4059,9573,4649,3606,8255,5,5,1,1,3,3,20,22,2020,2045,2735,4780,,
3/21/2020,1197,3448,4645,5576,4982,10559,4702,4408,9110,6,6,1,1,3,3,21,23,2020,1197,3448,4645,,
3/22/2020,1061,2937,3998,4448,5463,9910,3737,4825,8562,7,7,1,1,3,3,22,24,2020,1061,2937,3998,,
3/23/2020,607,1617,2224,3362,4541,7903,2809,4025,6834,1,1,0,0,3,3,23,25,2020,607,1617,2224,,
3/24/2020,582,1266,1848,2973,4284,7257,2476,3802,6278,2,2,0,0,3,3,24,26,2020,582,1266,1848,,
3/25/2020,443,815,1258,3318,3888,7206,2771,3458,6229,3,3,0,0,3,3,25,27,2020,443,815,1258,,
3/26/2020,447,797,1244,4465,4366,8831,3752,3873,7625,4,4,0,0,3,3,26,28,2020,447,797,1244,,
3/27/2020,562,701,1263,5147,4718,9864,4335,4178,8513,5,5,1,1,3,3,27,29,2020,562,701,1263,,
3/28/2020,643,1157,1800,4886,6397,11283,4112,5636,9748,6,6,1,1,3,3,28,30,2020,643,1157,1800,,
3/29/2020,572,961,1533,4263,6029,10292,3579,5317,8896,7,7,1,1,3,3,29,31,2020,572,961,1533,,
3/30/2020,388,740,1128,3203,5572,8775,2673,4920,7593,1,1,0,0,3,4,30,1,2020,388,740,1128,,
3/31/2020,428,639,1067,2802,4551,7352,2330,4033,6363,2,2,0,0,3,4,31,2,2020,428,639,1067,,
4/1/2020,433,560,993,265,273,538,2477,3493,5970,3,3,0,0,4,4,1,3,2020,433,560,993,,
4/2/2020,471,421,892,388,351,739,3421,3760,7181,4,4,0,0,4,4,2,4,2020,471,421,892,,
4/3/2020,434,555,989,377,443,820,3508,3845,7353,5,5,1,1,4,4,3,5,2020,434,555,989,,
4/4/2020,561,466,1027,334,544,878,3070,4678,7748,6,6,1,1,4,4,4,6,2020,561,466,1027,,
4/5/2020,480,601,1081,257,459,716,2887,5287,8174,7,7,1,1,4,4,5,7,2020,480,601,1081,,
4/6/2020,382,412,794,245,416,661,2128,4511,6639,1,1,0,0,4,4,6,8,2020,382,412,794,,
4/7/2020,302,244,546,255,392,647,2082,3864,5946,2,2,0,0,4,4,7,9,2020,302,244,546,,
4/8/2020,316,319,635,304,387,692,2511,3550,6061,3,3,0,0,4,4,8,10,2020,316,319,635,,
4/9/2020,287,327,614,407,369,776,3676,4559,8235,4,4,0,0,4,4,9,11,2020,287,327,614,,
4/10/2020,359,290,649,483,296,780,3572,5762,9334,5,5,1,1,4,4,10,12,2020,359,290,649,,
4/11/2020,288,330,618,509,297,805,3161,7079,10240,6,6,1,1,4,4,11,13,2020,288,330,618,,
4/12/2020,279,510,789,519,313,832,2433,5966,8399,7,7,1,1,4,4,12,14,2020,279,510,789,,
4/13/2020,244,281,525,456,322,778,2321,5415,7736,1,1,0,0,4,4,13,15,2020,244,281,525,,
4/14/2020,228,271,499,404,321,725,2417,5101,7518,2,2,0,0,4,4,14,16,2020,228,271,499,,
4/15/2020,269,293,562,410,282,691,2883,5037,7920,3,3,0,0,4,4,15,17,2020,269,293,562,,
4/16/2020,373,248,621,495,268,763,3855,4805,8660,4,4,0,0,4,4,16,18,2020,373,248,621,,
4/17/2020,327,416,743,524,237,761,4577,3855,8432,5,5,1,1,4,4,17,19,2020,327,416,743,,
4/18/2020,253,367,620,483,296,780,4820,3859,8679,6,6,1,1,4,4,18,20,2020,253,367,620,,
4/19/2020,443,472,915,450,355,805,4917,4067,8984,7,7,1,1,4,4,19,21,2020,443,472,915,,
4/20/2020,226,302,528,282,378,661,4317,4186,8503,1,1,0,0,4,4,20,22,2020,226,302,528,,
4/21/2020,238,225,463,246,310,556,3829,4174,8003,2,2,0,0,4,4,21,23,2020,238,225,463,,
4/22/2020,184,218,402,261,269,530,3882,3662,7544,3,3,0,0,4,4,22,24,2020,184,218,402,,
4/23/2020,418,287,705,361,289,650,4693,3482,8175,4,4,0,0,4,4,23,25,2020,418,287,705,,
4/24/2020,366,459,825,370,296,666,4966,3082,8048,5,5,1,1,4,4,24,26,2020,366,459,825,,
4/25/2020,230,280,510,324,360,684,4578,3853,8431,6,6,1,1,4,4,25,27,2020,230,280,510,,
4/26/2020,466,434,900,305,407,711,4264,4622,8886,7,7,1,1,4,4,26,28,2020,466,434,900,,
4/27/2020,269,409,678,225,347,572,2966,4564,7530,1,1,0,0,4,4,27,29,2020,269,409,678,,
4/28/2020,231,188,419,220,297,517,2805,3679,6484,2,2,0,0,4,4,28,30,2020,231,188,419,,
4/29/2020,339,346,685,351,276,627,3322,3588,6910,3,3,0,0,4,5,29,1,2020,339,346,685,,
4/30/2020,413,638,1051,473,253,726,4481,3287,7768,4,4,0,0,4,5,30,2,2020,413,638,1051,,
5/1/2020,422,425,847,415,367,782,3990,3664,7654,5,5,1,1,5,5,1,3,2020,422,425,847,,
5/2/2020,387,400,787,357,388,745,3429,3874,7303,6,6,1,1,5,5,2,4,2020,387,400,787,,
5/3/2020,451,584,1035,356,442,798,3418,4420,7838,7,7,1,1,5,5,3,5,2020,451,584,1035,,
5/4/2020,393,523,916,314,443,756,3013,4423,7436,1,1,0,0,5,5,4,6,2020,393,523,916,,
5/5/2020,414,407,821,327,374,701,3138,3739,6877,2,2,0,0,5,5,5,7,2020,414,407,821,,
5/6/2020,410,375,785,380,297,677,3648,2965,6613,3,3,0,0,5,5,6,8,2020,410,375,785,,
5/7/2020,576,459,1035,492,322,815,4727,3222,7949,4,4,0,0,5,5,7,9,2020,576,459,1035,,
5/8/2020,648,495,1143,379,366,746,3644,3661,7305,5,5,1,1,5,5,8,10,2020,648,495,1143,,
5/9/2020,544,480,1024,291,447,738,2798,4464,7262,6,6,1,1,5,5,9,11,2020,544,480,1024,,
5/10/2020,554,531,1085,317,508,824,3040,5077,8117,7,7,1,1,5,5,10,12,2020,554,531,1085,,
5/11/2020,484,553,1037,255,434,690,2451,4338,6789,1,1,0,0,5,5,11,13,2020,484,553,1037,,
5/12/2020,394,541,935,236,436,672,2267,4354,6621,2,2,0,0,5,5,12,14,2020,394,541,935,,
5/13/2020,363,376,739,277,364,640,2656,3633,6289,3,3,0,0,5,5,13,15,2020,363,376,739,,
5/14/2020,560,537,1097,394,377,771,3788,3766,7554,4,4,0,0,5,5,14,16,2020,560,537,1097,,
5/15/2020,616,567,1183,344,395,739,3301,3950,7251,5,5,1,1,5,5,15,17,2020,616,567,1183,,
5/16/2020,609,660,1269,302,438,740,2904,4375,7279,6,6,1,1,5,5,16,18,2020,609,660,1269,,
5/17/2020,687,836,1523,333,469,802,3198,4691,7889,7,7,1,1,5,5,17,19,2020,687,836,1523,,
5/18/2020,472,602,1074,246,420,666,2359,4200,6559,1,1,0,0,5,5,18,20,2020,472,602,1074,,
5/19/2020,491,528,1019,296,380,676,2841,3799,6640,2,2,0,0,5,5,19,21,2020,491,528,1019,,
5/20/2020,497,405,902,358,347,705,3440,3464,6904,3,3,0,0,5,5,20,22,2020,497,405,902,,
5/21/2020,728,511,1239,568,354,922,5452,3536,8988,4,4,0,0,5,5,21,23,2020,728,511,1239,,
5/22/2020,938,598,1536,588,342,930,5644,3421,9065,5,5,1,1,5,5,22,24,2020,938,598,1536,,
5/23/2020,801,687,1488,506,376,882,4859,3761,8620,6,6,1,1,5,5,23,25,2020,801,687,1488,,
5/24/2020,921,879,1800,373,400,773,3582,3999,7581,7,7,1,1,5,5,24,26,2020,921,879,1800,,
5/25/2020,624,901,1525,314,695,1009,3016,6948,9964,1,1,0,0,5,5,25,27,2020,624,901,1525,,
5/26/2020,618,728,1346,286,533,818,2742,5322,8064,2,2,0,0,5,5,26,28,2020,618,728,1346,,
5/27/2020,498,491,989,285,388,673,2731,3878,6609,3,3,0,0,5,5,27,29,2020,498,491,989,,
5/28/2020,828,619,1447,372,371,743,3569,3706,7275,4,4,0,0,5,5,28,30,2020,828,619,1447,,
5/29/2020,764,633,1397,384,426,810,3689,4253,7942,5,5,1,1,5,5,29,31,2020,764,633,1397,,
5/30/2020,906,771,1677,326,432,757,3128,4313,7441,6,6,1,1,5,6,30,1,2020,906,771,1677,,
5/31/2020,851,997,1848,373,436,809,3586,4358,7944,7,7,1,1,5,6,31,2,2020,851,997,1848,,
6/1/2020,1174,1170,2344,414,454,869,3487,3885,7372,1,1,0,0,6,6,1,3,2020,1174,1170,2344,,
6/2/2020,1094,941,2035,395,399,794,3324,3414,6738,2,2,0,0,6,6,2,4,2020,1094,941,2035,,
6/3/2020,1111,768,1879,409,376,784,3438,3214,6652,3,3,0,0,6,6,3,5,2020,1111,768,1879,,
6/4/2020,1387,753,2140,524,349,873,4412,2983,7395,4,4,0,0,6,6,4,6,2020,1387,753,2140,,
6/5/2020,1471,793,2264,512,351,863,4306,3004,7310,5,5,1,1,6,6,5,7,2020,1471,793,2264,,
6/6/2020,1554,1201,2755,530,467,997,4463,3991,8454,6,6,1,1,6,6,6,8,2020,1554,1201,2755,,
6/7/2020,1462,1443,2905,465,482,947,3913,4125,8038,7,7,1,1,6,6,7,9,2020,1462,1443,2905,,
6/8/2020,977,1173,2150,437,462,899,3679,3953,7632,1,1,0,0,6,6,8,10,2020,977,1173,2150,,
6/9/2020,1091,792,1883,492,393,885,4142,3360,7502,2,2,0,0,6,6,9,11,2020,1091,792,1883,,
6/10/2020,1036,776,1812,449,373,823,3778,3193,6971,3,3,0,0,6,6,10,12,2020,1036,776,1812,,
6/11/2020,1490,745,2235,587,390,977,4937,3338,8275,4,4,0,0,6,6,11,13,2020,1490,745,2235,,
6/12/2020,1625,878,2503,559,405,964,4710,3463,8173,5,5,1,1,6,6,12,14,2020,1625,878,2503,,
6/13/2020,1627,1277,2904,614,555,1169,5159,4749,9908,6,6,1,1,6,6,13,15,2020,1627,1277,2904,,
6/14/2020,1657,1458,3115,552,524,1075,4643,4478,9121,7,7,1,1,6,6,14,16,2020,1657,1458,3115,,
6/15/2020,1327,1376,2703,534,531,1066,4496,4544,9040,1,1,0,0,6,6,15,17,2020,1327,1376,2703,,
6/16/2020,1258,1005,2263,523,521,1044,4402,4455,8857,2,2,0,0,6,6,16,18,2020,1258,1005,2263,,
6/17/2020,1480,925,2405,491,406,897,4131,3469,7600,3,3,0,0,6,6,17,19,2020,1480,925,2405,,
6/18/2020,2019,789,2808,658,506,1164,5533,4331,9864,4,4,0,0,6,6,18,20,2020,2019,789,2808,,
6/19/2020,2300,1125,3425,562,529,1091,4729,4524,9253,5,5,1,1,6,6,19,21,2020,2300,1125,3425,,
6/20/2020,2508,1646,4154,541,625,1166,4556,5343,9899,6,6,1,1,6,6,20,22,2020,2508,1646,4154,,
6/21/2020,1549,1920,3469,501,632,1133,4216,5406,9622,7,7,1,1,6,6,21,23,2020,1549,1920,3469,,
6/22/2020,1249,1959,3208,438,613,1051,3685,5245,8930,1,1,0,0,6,6,22,24,2020,1249,1959,3208,,
6/23/2020,1210,1519,2729,485,593,1078,4084,5069,9153,2,2,0,0,6,6,23,25,2020,1210,1519,2729,,
6/24/2020,1325,1200,2525,472,514,986,3969,4399,8368,3,3,0,0,6,6,24,26,2020,1325,1200,2525,,
6/25/2020,1693,954,2647,606,569,1175,5095,4866,9961,4,4,0,0,6,6,25,27,2020,1693,954,2647,,
6/26/2020,1952,1137,3089,536,587,1122,4507,5016,9523,5,5,1,1,6,6,26,28,2020,1952,1137,3089,,
6/27/2020,2252,1856,4108,555,708,1264,4671,6058,10729,6,6,1,1,6,6,27,29,2020,2252,1856,4108,,
6/28/2020,1479,2647,4126,485,720,1205,4082,6158,10240,7,7,1,1,6,6,28,30,2020,1479,2647,4126,,
6/29/2020,1111,2033,3144,403,654,1056,3389,5589,8978,1,1,0,0,6,7,29,1,2020,1111,2033,3144,,
6/30/2020,1505,1339,2844,504,613,1117,4241,5242,9483,2,2,0,0,6,7,30,2,2020,1505,1339,2844,,
7/1/2020,2027,1207,3234,2421,1812,4233,4918,5001,9919,3,3,0,0,7,7,1,3,2020,2018,1201,3219,,
7/2/2020,3118,1395,4513,2700,1632,4331,5483,4503,9986,4,4,0,0,7,7,2,4,2020,3095,1379,4474,,
7/3/2020,3111,1548,4659,1759,1904,3663,3572,5255,8827,5,5,1,1,7,7,3,5,2020,3093,1540,4633,,
7/4/2020,2163,1910,4073,1796,2153,3949,3647,5943,9590,6,6,1,1,7,7,4,6,2020,2148,1892,4040,,
7/5/2020,1864,3390,5254,1684,2666,4350,3420,7359,10779,7,7,1,1,7,7,5,7,2020,1848,3366,5214,,
7/6/2020,1309,2750,4059,1486,2266,3752,3018,6255,9273,1,1,0,0,7,7,6,8,2020,1304,2733,4037,,
7/7/2020,1412,1840,3252,1592,2006,3598,3233,5537,8770,2,2,0,0,7,7,7,9,2020,1396,1825,3221,,
7/8/2020,1614,1526,3140,1558,1646,3204,3165,4543,7708,3,3,0,0,7,7,8,10,2020,1608,1516,3124,,
7/9/2020,2134,1262,3396,2033,1731,3764,4129,4778,8907,4,4,0,0,7,7,9,11,2020,2119,1250,3369,,
7/10/2020,2390,1465,3855,1962,1861,3823,3985,5135,9120,5,5,1,1,7,7,10,12,2020,2374,1454,3828,,
7/11/2020,2230,2400,4630,1882,2069,3951,3822,5710,9532,6,6,1,1,7,7,11,13,2020,2210,2384,4594,,
7/12/2020,1631,2967,4598,1712,2069,3781,3478,5709,9187,7,7,1,1,7,7,12,14,2020,1618,2953,4571,,
7/13/2020,1217,2042,3259,1487,1889,3376,3021,5213,8234,1,1,0,0,7,7,13,15,2020,1317,2026,3343,,
7/14/2020,1344,1664,3008,1699,1914,3613,3450,5283,8733,2,2,0,0,7,7,14,16,2020,1400,1652,3052,,
7/15/2020,1596,1278,2874,1824,1761,3584,3705,4860,8565,3,3,0,0,7,7,15,17,2020,1665,1273,2938,,
7/16/2020,2198,1319,3517,2395,1825,4221,4864,5037,9901,4,4,0,0,7,7,16,18,2020,2227,1343,3570,,
7/17/2020,2317,1480,3797,2179,1778,3957,4426,4906,9332,5,5,1,1,7,7,17,19,2020,2295,1491,3786,, 
7/18/2020,2307,2315,4622,2123,2066,4189,4311,5702,10013,6,6,1,1,7,7,18,20,2020,2036,2248,4284,,
7/19/2020,1531,2786,4317,2091,2025,4115,4246,5588,9834,7,7,1,1,7,7,19,21,2020,1663,2861,4524,,
7/20/2020,1147,2195,3342,1891,1981,3871,3840,5467,9307,1,1,0,0,7,7,20,22,2020,1317,2092,3409,,
7/21/2020,1227,1588,2815,1987,1762,3749,4036,4863,8899,2,2,0,0,7,7,21,23,2020,1400,1810,3210,,
7/22/2020,1623,1335,2958,1992,1599,3591,4045,4413,8458,3,3,0,0,7,7,22,24,2020,1665,1339,3004,,
7/23/2020,2173,1251,3424,2475,1713,4188,5027,4729,9756,4,4,0,0,7,7,23,25,2020,2227,1343,3570,,
7/24/2020,2507,1381,3888,2345,1694,4038,4761,4675,9436,5,5,1,1,7,7,24,26,2020,2295,1495,3786,,
7/25/2020,2065,2297,4362,2229,2011,4240,4527,5550,10077,6,6,1,1,7,7,25,27,2020,2036,2248,4284,,
7/26/2020,1545,2934,4479,2117,2179,4295,4299,6013,10312,7,7,1,1,7,7,26,28,2020,1663,2861,4524,,
7/27/2020,1046,2430,3476,1917,2029,3946,3894,5600,9494,1,1,0,0,7,7,27,29,2020,1317,2092,3409,,
7/28/2020,1226,1919,3145,2013,2084,4098,4089,5753,9842,2,2,0,0,7,7,28,30,2020,1393,1810,3203,,
7/29/2020,1507,1616,3123,2028,1657,3684,4118,4572,8690,3,3,0,0,7,7,29,31,2020,1665,1339,3004,,
7/30/2020,2031,1463,3494,2188,1567,3755,4444,4324,8768,4,4,0,0,7,8,30,1,2020,2223,1343,3566,,
7/31/2020,2379,1669,4048,2075,1903,3977,4214,5251,9465,5,5,1,1,7,8,31,2,2020,2287,1491,3778,,
8/1/2020,2489,2830,5319,1964,2469,4433,4202,5191,9393,6,6,1,1,8,8,1,3,2020,2236,2105,4341,,
8/2/2020,1755,3564,5319,1793,2852,4645,3835,5997,9832,7,7,1,1,8,8,2,4,2020,1747,2694,4441,,
8/3/2020,1437,2641,4078,1475,2363,3837,3155,4968,8123,1,1,0,0,8,8,3,5,2020,1582,2316,3898,,
8/4/2020,1385,2181,3566,1615,2525,4139,3454,5309,8763,2,2,0,0,8,8,4,6,2020,1413,1844,3257,,
8/5/2020,0,0,0,1550,2159,3708,3315,4539,7854,3,3,0,0,8,8,5,7,2020,1725,1479,3204,,
8/6/2020,0,0,0,1926,2290,4216,4121,4815,8936,4,4,0,0,8,8,6,8,2020,2414,1275,3689,,
8/7/2020,0,0,0,1771,2288,4060,3789,4812,8601,5,5,1,1,8,8,7,9,2020,2443,1440,3883,,
8/8/2020,0,0,0,1731,2451,4181,3703,5153,8856,6,6,1,1,8,8,8,10,2020,2311,2083,4394,,
8/9/2020,0,0,0,1565,2822,4387,3348,5934,9282,7,7,1,1,8,8,9,11,2020,1763,2694,4457,,
8/10/2020,0,0,0,1242,2418,3660,2657,5085,7742,1,1,0,0,8,8,10,12,2020,1593,2322,3915,,
8/11/2020,0,0,0,1361,2362,3723,2912,4966,7878,2,2,0,0,8,8,11,13,2020,1343,1844,3187,,
8/12/2020,0,0,0,1337,1997,3334,2860,4199,7059,3,3,0,0,8,8,12,14,2020,1713,1360,3073,,
8/13/2020,0,0,0,1632,1844,3476,3491,3877,7368,4,4,0,0,8,8,13,15,2020,2322,1264,3586,,
8/14/2020,0,0,0,1476,1984,3460,3158,4171,7329,5,5,1,1,8,8,14,16,2020,2433,1440,3873,,
8/15/2020,0,0,0,1473,2188,3661,3152,4600,7752,6,6,1,1,8,8,15,17,2020,2303,2011,4314,,
8/16/2020,0,0,0,1362,2453,3815,2913,5158,8071,7,7,1,1,8,8,16,18,2020,1759,2455,4214,,
8/17/2020,0,0,0,1179,2061,3240,2523,4334,6857,1,1,0,0,8,8,17,19,2020,1572,2194,3766,,
8/18/2020,0,0,0,1201,1897,3098,2569,3990,6559,2,2,0,0,8,8,18,20,2020,1453,1689,3142,,
8/19/2020,0,0,0,1195,1789,2984,2556,3762,6318,3,3,0,0,8,8,19,21,2020,1713,1360,3073,,
8/20/2020,0,0,0,1540,1745,3285,3295,3670,6965,4,4,0,0,8,8,20,22,2020,2322,1264,3586,,
8/21/2020,0,0,0,1403,1771,3174,3002,3724,6726,5,5,1,1,8,8,21,23,2020,2433,1440,3873,,
8/22/2020,0,0,0,1510,1866,3375,3230,3923,7153,6,6,1,1,8,8,22,24,2020,2303,2011,4314,,
8/23/2020,0,0,0,1466,2080,3546,3137,4374,7511,7,7,1,1,8,8,23,25,2020,1759,2455,4214,,
8/24/2020,0,0,0,1210,1725,2936,2589,3628,6217,1,1,0,0,8,8,24,26,2020,1557,2194,3751,,
8/25/2020,0,0,0,1187,1491,2678,2540,3135,5675,2,2,0,0,8,8,25,27,2020,1469,1689,3158,,
8/26/2020,0,0,0,1437,1421,2858,3075,2987,6062,3,3,0,0,8,8,26,28,2020,1713,1360,3073,,
8/27/2020,0,0,0,2235,1422,3658,4782,2991,7773,4,4,0,0,8,8,27,29,2020,2322,1264,3586,,
8/28/2020,0,0,0,2418,1378,3796,5172,2898,8070,5,5,1,1,8,8,28,30,2020,2430,1440,3870,,
8/29/2020,0,0,0,1815,1625,3440,3882,3417,7299,6,6,1,1,8,8,29,31,2020,2304,2011,4315,,
8/30/2020,0,0,0,1335,1869,3205,2857,3931,6788,7,7,1,1,8,9,30,1,2020,1759,2455,4214,,
8/31/2020,0,0,0,1046,3205,4251,2238,6739,8977,1,1,0,0,8,9,31,2,2020,1351,2177,3528,,
9/1/2020,0,0,0,1244,3189,4433,2044,5462,7506,2,2,0,0,9,9,1,3,2020,0,0,0,,
9/2/2020,0,0,0,1260,1925,3185,2070,3298,5368,3,3,0,0,9,9,2,4,2020,0,0,0,,
9/3/2020,0,0,0,1702,1770,3472,2797,3031,5828,4,4,0,0,9,9,3,5,2020,0,0,0,,
9/4/2020,0,0,0,1915,1863,3778,3147,3191,6338,5,5,1,1,9,9,4,6,2020,0,0,0,,
9/5/2020,0,0,0,1686,2111,3796,2770,3615,6385,6,6,1,1,9,9,5,7,2020,0,0,0,,
9/6/2020,0,0,0,1697,2241,3938,2789,3838,6627,7,7,1,1,9,9,6,8,2020,0,0,0,,
9/7/2020,0,0,0,1446,1987,3433,2376,3403,5779,1,1,0,0,9,9,7,9,2020,0,0,0,,
9/8/2020,0,0,0,1411,1838,3249,2319,3148,5467,2,2,0,0,9,9,8,10,2020,0,0,0,,
9/9/2020,0,0,0,1683,1925,3609,2766,3298,6064,3,3,0,0,9,9,9,11,2020,0,0,0,,
9/10/2020,0,0,0,1858,2322,4180,3054,3977,7031,4,4,0,0,9,9,10,12,2020,0,0,0,,
9/11/2020,0,0,0,1522,2362,3883,2501,4045,6546,5,5,1,1,9,9,11,13,2020,0,0,0,,
9/12/2020,0,0,0,1634,2360,3994,2686,4042,6728,6,6,1,1,9,9,12,14,2020,0,0,0,,
9/13/2020,0,0,0,1880,2168,4049,3090,3714,6804,7,7,1,1,9,9,13,15,2020,0,0,0,,
9/14/2020,0,0,0,2158,1340,3499,3547,2296,5843,1,1,0,0,9,9,14,16,2020,0,0,0,,
9/15/2020,0,0,0,2044,1516,3560,3359,2596,5955,2,2,0,0,9,9,15,17,2020,0,0,0,,
9/16/2020,0,0,0,1819,1758,3578,2990,3012,6002,3,3,0,0,9,9,16,18,2020,0,0,0,,
9/17/2020,0,0,0,2287,1896,4184,3759,3248,7007,4,4,0,0,9,9,17,19,2020,0,0,0,,
9/18/2020,0,0,0,2313,1886,4199,3801,3231,7032,5,5,1,1,9,9,18,20,2020,0,0,0,,
9/19/2020,0,0,0,2121,2158,4279,3485,3696,7181,6,6,1,1,9,9,19,21,2020,0,0,0,,
9/20/2020,0,0,0,2105,2457,4563,3460,4209,7669,7,7,1,1,9,9,20,22,2020,0,0,0,,
9/21/2020,0,0,0,1594,2488,4082,2619,4262,6881,1,1,0,0,9,9,21,23,2020,0,0,0,,
9/22/2020,0,0,0,1656,1762,3418,2722,3018,5740,2,2,0,0,9,9,22,24,2020,0,0,0,,
9/23/2020,0,0,0,1869,1678,3547,3072,2874,5946,3,3,0,0,9,9,23,25,2020,0,0,0,,
9/24/2020,0,0,0,2611,1953,4564,4290,3346,7636,4,4,0,0,9,9,24,26,2020,0,0,0,,
9/25/2020,0,0,0,2535,1945,4480,4166,3331,7497,5,5,1,1,9,9,25,27,2020,0,0,0,,
9/26/2020,0,0,0,2205,2103,4308,3623,3602,7225,6,6,1,1,9,9,26,28,2020,0,0,0,,
9/27/2020,0,0,0,2036,2602,4638,3346,4457,7803,7,7,1,1,9,9,27,29,2020,0,0,0,,
9/28/2020,0,0,0,1739,2512,4251,2858,4302,7160,1,1,0,0,9,9,28,30,2020,0,0,0,,
9/29/2020,0,0,0,1676,2293,3969,2754,3927,6681,2,2,0,0,9,10,29,1,2020,0,0,0,,
9/30/2020,0,0,0,1666,1810,3476,2738,3100,5838,3,3,0,0,9,10,30,2,2020,0,0,0,,
10/1/2020,0,0,0,2230,2182,4412,3552,3424,6976,4,4,0,0,10,10,1,3,2020,0,0,0,,
10/2/2020,0,0,0,2175,1956,4132,3465,3070,6535,5,5,1,1,10,10,2,4,2020,0,0,0,,
10/3/2020,0,0,0,1999,2499,4498,3184,3922,7106,6,6,1,1,10,10,3,5,2020,0,0,0,,
10/4/2020,0,0,0,1987,3058,5045,3165,4798,7963,7,7,1,1,10,10,4,6,2020,0,0,0,,
10/5/2020,0,0,0,1427,2557,3984,2273,4012,6285,1,1,0,0,10,10,5,7,2020,0,0,0,,
10/6/2020,0,0,0,1618,2368,3987,2578,3716,6294,2,2,0,0,10,10,6,8,2020,0,0,0,,
10/7/2020,0,0,0,1883,1892,3776,3000,2969,5969,3,3,0,0,10,10,7,9,2020,0,0,0,,
10/8/2020,0,0,0,2539,2107,4646,4045,3306,7351,4,4,0,0,10,10,8,10,2020,0,0,0,,
10/9/2020,0,0,0,2440,2050,4490,3887,3216,7103,5,5,1,1,10,10,9,11,2020,0,0,0,,
10/10/2020,0,0,0,2116,2628,4743,3370,4123,7493,6,6,1,1,10,10,10,12,2020,0,0,0,,
10/11/2020,0,0,0,1900,3035,4935,3026,4763,7789,7,7,1,1,10,10,11,13,2020,0,0,0,,
10/12/2020,0,0,0,1598,2891,4490,2546,4537,7083,1,1,0,0,10,10,12,14,2020,0,0,0,,
10/13/2020,0,0,0,1632,2402,4034,2600,3769,6369,2,2,0,0,10,10,13,15,2020,0,0,0,,
10/14/2020,0,0,0,1797,2170,3967,2862,3405,6267,3,3,0,0,10,10,14,16,2020,0,0,0,,
10/15/2020,0,0,0,2648,2206,4854,4218,3461,7679,4,4,0,0,10,10,15,17,2020,0,0,0,,
10/16/2020,0,0,0,2300,1972,4272,3664,3094,6758,5,5,1,1,10,10,16,18,2020,0,0,0,,
10/17/2020,0,0,0,2134,2522,4656,3399,3957,7356,6,6,1,1,10,10,17,19,2020,0,0,0,,
10/18/2020,0,0,0,2216,2665,4881,3530,4181,7711,7,7,1,1,10,10,18,20,2020,0,0,0,,
